intent,isAllDay,location,date,startTime,endTime,title,description,text,response
ADD,0,,2026-7-28,17:00:00,19:00:00,Client Presentation,Client Presentation,Schedule Client Presentation for 2026-07-28 17:00,Event 'Client Presentation' has been added on 2026-7-28 from 17:00:00 to 19:00:00. Let me know if you need anything else!
UPDATE,0,Home,2026-5-21,09:00:00,11:00:00,Client Presentation,Client Presentation,Reschedule Client Presentation to 2026-05-21 at 09:00,Got it—I've updated 'Client Presentation' to 2026-5-21 from 09:00:00 to 11:00:00 at Home.
UPDATE,0,Office,2025-1-7,15:45:00,16:15:00,Lunch with Fiona,Lunch with Fiona,Reschedule Lunch with Fiona to 2025-01-07 at 15:45,Got it—I've updated 'Lunch with Fiona' to 2025-1-7 from 15:45:00 to 16:15:00 at Office.
CANCEL,0,Zoom,2026-4-16,14:45:00,15:45:00,Performance Review,Performance Review,Delete Performance Review on 2026-04-16 at 14:45,Your event 'Performance Review' scheduled for 2026-4-16 at 14:45:00 has been canceled. Hope that helps!
ADD,0,Online,2025-5-16,15:00:00,15:30:00,Webinar,Webinar,Put Webinar on my calendar next Friday at 15:00 at Online,Event 'Webinar' has been added on 2025-5-16 from 15:00:00 to 15:30:00 at Online. Let me know if you need anything else!
ADD,0,Online,2026-11-4,12:15:00,14:15:00,Webinar,Webinar,Put Webinar on my calendar 2026-11-04 at 12:15 at Online,Event 'Webinar' has been added on 2026-11-4 from 12:15:00 to 14:15:00 at Online. Let me know if you need anything else!
QUERY,0,Online,2025-10-22,09:45:00,11:45:00,Team Meeting,Team Meeting,Show me events next Monday,You have an event 'Team Meeting' on 2025-10-22 at 09:45:00. Would you like more details?
QUERY,0,Home,2025-6-14,16:30:00,17:30:00,Lunch with Ethan,Lunch with Ethan,What are my appointments on 2025-06-14?,You have an event 'Lunch with Ethan' on 2025-6-14 at 16:30:00. Would you like more details?
ADD,0,,2026-7-17,15:45:00,17:45:00,Birthday Party,Birthday Party,Schedule Birthday Party for 2026-07-17 15:45,Event 'Birthday Party' has been added on 2026-7-17 from 15:45:00 to 17:45:00. Let me know if you need anything else!
CANCEL,0,Coffee Shop,2025-1-4,17:45:00,18:15:00,Team Meeting,Team Meeting,Cancel Team Meeting on 2025-01-04 at 17:45,Your event 'Team Meeting' scheduled for 2025-1-4 at 17:45:00 has been canceled. Hope that helps!
ADD,1,,2025-5-19,00:00:00,23:59:59,Coffee Catch-up,Coffee Catch-up,I need to set up Coffee Catch-up next Monday at 00:00,Event 'Coffee Catch-up' has been added on 2025-5-19 from 00:00:00 to 23:59:59. Let me know if you need anything else!
CANCEL,0,Office,2025-9-20,08:30:00,09:30:00,Webinar,Webinar,Cancel my 3 PM event,Your event 'Webinar' scheduled for 2025-9-20 at 08:30:00 has been canceled. Hope that helps!
CANCEL,0,,2025-5-16,14:15:00,14:45:00,Webinar,Webinar,Cancel Webinar on next Friday at 14:15,Your event 'Webinar' scheduled for 2025-5-16 at 14:15:00 has been canceled. Hope that helps!
ADD,0,,2026-12-24,10:45:00,11:15:00,Birthday Party,Birthday Party,Meeting tomorrow,Event 'Birthday Party' has been added on 2026-12-24 from 10:45:00 to 11:15:00. Let me know if you need anything else!
UPDATE,0,Online,2025-1-31,12:30:00,14:30:00,Dentist Appointment,Dentist Appointment,Move Dentist Appointment from 2025-12-10 at 08:00 to 2025-01-31 at 12:30,Got it—I've updated 'Dentist Appointment' to 2025-1-31 from 12:30:00 to 14:30:00 at Online.
UPDATE,0,Zoom,2026-7-25,15:00:00,16:00:00,Birthday Party,Birthday Party,Move Birthday Party from next Monday at 09:15 to 2026-07-25 at 15:00,Got it—I've updated 'Birthday Party' to 2026-7-25 from 15:00:00 to 16:00:00 at Zoom.
UPDATE,0,Office,2025-11-15,15:45:00,16:15:00,Yoga Class,Yoga Class,Update Yoga Class details for 2025-04-15 at Office,Got it—I've updated 'Yoga Class' to 2025-11-15 from 15:45:00 to 16:15:00 at Office.
CANCEL,0,Conference Room A,2026-11-4,10:45:00,12:45:00,Project Deadline,Project Deadline,Delete Project Deadline on 2026-11-04 at 10:45,Your event 'Project Deadline' scheduled for 2026-11-4 at 10:45:00 has been canceled. Hope that helps!
QUERY,0,Online,2025-9-16,16:45:00,17:15:00,Webinar,Webinar,Any meetings today?,You have an event 'Webinar' on 2025-9-16 at 16:45:00. Would you like more details?
UPDATE,0,Office,2026-7-19,15:30:00,17:30:00,Performance Review,Performance Review,Move Performance Review from 2026-05-26 at 09:30 to 2026-07-19 at 15:30,Got it—I've updated 'Performance Review' to 2026-7-19 from 15:30:00 to 17:30:00 at Office.
CHITCHAT,0,,,,,,,"What a lovely day, isn't it?",Glad you reached out—how can I help you today?
ADD,0,Office,2025-9-22,11:30:00,13:30:00,Birthday Party,Birthday Party,I need to set up Birthday Party 2025-09-22 at 11:30 at Office,Event 'Birthday Party' has been added on 2025-9-22 from 11:30:00 to 13:30:00 at Office. Let me know if you need anything else!
CANCEL,1,Conference Room A,2025-8-7,00:00:00,23:59:59,Coffee Catch-up,Coffee Catch-up,Please remove my Coffee Catch-up scheduled for 2025-08-07 at Conference Room A,Your event 'Coffee Catch-up' scheduled for 2025-8-7 at 00:00:00 has been canceled. Hope that helps!
CANCEL,0,Zoom,2026-8-9,09:00:00,09:30:00,Birthday Party,Birthday Party,Delete Birthday Party on 2026-08-09 at 09:00,Your event 'Birthday Party' scheduled for 2026-8-9 at 09:00:00 has been canceled. Hope that helps!
QUERY,1,Home,2025-5-16,00:00:00,23:59:59,Yoga Class,Yoga Class,What are my appointments on next Friday?,You have an event 'Yoga Class' on 2025-5-16 at 00:00:00. Would you like more details?
ADD,0,,2025-5-19,15:15:00,15:45:00,Coffee Catch-up,Coffee Catch-up,Put Coffee Catch-up on my calendar next Monday at 15:15,Event 'Coffee Catch-up' has been added on 2025-5-19 from 15:15:00 to 15:45:00. Let me know if you need anything else!
QUERY,1,Conference Room A,2025-4-16,00:00:00,23:59:59,Coffee Catch-up,Coffee Catch-up,Show me events next Monday,You have an event 'Coffee Catch-up' on 2025-4-16 at 00:00:00. Would you like more details?
CANCEL,0,Online,2026-2-12,10:00:00,12:00:00,Webinar,Webinar,Cancel my 3 PM event,Your event 'Webinar' scheduled for 2026-2-12 at 10:00:00 has been canceled. Hope that helps!
UPDATE,0,Conference Room A,2025-5-20,17:00:00,18:00:00,Project Deadline,Project Deadline,Move Project Deadline from 2025-09-16 at 14:30 to 2025-05-20 at 17:00,Got it—I've updated 'Project Deadline' to 2025-5-20 from 17:00:00 to 18:00:00 at Conference Room A.
UPDATE,0,Online,2026-9-11,15:15:00,17:15:00,Dentist Appointment,Dentist Appointment,Change the time of Dentist Appointment on 2025-07-04 to 15:15,Got it—I've updated 'Dentist Appointment' to 2026-9-11 from 15:15:00 to 17:15:00 at Online.
ADD,1,Coffee Shop,2026-1-22,00:00:00,23:59:59,Webinar,Webinar,Schedule Webinar for 2026-01-22 00:00 at Coffee Shop,Event 'Webinar' has been added on 2026-1-22 from 00:00:00 to 23:59:59 at Coffee Shop. Let me know if you need anything else!
QUERY,0,Online,2025-5-15,11:15:00,13:15:00,Webinar,Webinar,Do I have any events tomorrow?,You have an event 'Webinar' on 2025-5-15 at 11:15:00. Would you like more details?
ADD,0,Zoom,2025-11-19,09:15:00,11:15:00,Webinar,Webinar,Meeting tomorrow,Event 'Webinar' has been added on 2025-11-19 from 09:15:00 to 11:15:00 at Zoom. Let me know if you need anything else!
ADD,0,Home,2025-5-14,16:00:00,16:30:00,Dentist Appointment,Dentist Appointment,Schedule Dentist Appointment for today 16:00 at Home,Event 'Dentist Appointment' has been added on 2025-5-14 from 16:00:00 to 16:30:00 at Home. Let me know if you need anything else!
ADD,0,Zoom,2026-4-21,17:30:00,18:00:00,Lunch with George,Lunch with George,Put Lunch with George on my calendar 2026-04-21 at 17:30 at Zoom,Event 'Lunch with George' has been added on 2026-4-21 from 17:30:00 to 18:00:00 at Zoom. Let me know if you need anything else!
UPDATE,0,Online,2025-2-16,10:00:00,12:00:00,Dentist Appointment,Dentist Appointment,Move Dentist Appointment from next Monday at 10:15 to 2025-02-16 at 10:00,Got it—I've updated 'Dentist Appointment' to 2025-2-16 from 10:00:00 to 12:00:00 at Online.
CHITCHAT,0,,,,,,,Hello! Hope you're doing well.,Glad you reached out—how can I help you today?
QUERY,0,Office,2025-4-1,15:45:00,16:15:00,Team Meeting,Team Meeting,Do I have any events tomorrow?,You have an event 'Team Meeting' on 2025-4-1 at 15:45:00. Would you like more details?
CANCEL,0,Conference Room A,2025-5-19,09:15:00,10:15:00,Lunch with Bob,Lunch with Bob,Cancel Lunch with Bob on next Monday at 09:15,Your event 'Lunch with Bob' scheduled for 2025-5-19 at 09:15:00 has been canceled. Hope that helps!
CHITCHAT,0,,,,,,,"What a lovely day, isn't it?",Glad you reached out—how can I help you today?
QUERY,0,Conference Room A,2025-4-29,12:30:00,14:30:00,Webinar,Webinar,Any meetings today?,You have an event 'Webinar' on 2025-4-29 at 12:30:00. Would you like more details?
CANCEL,0,,2026-2-14,09:15:00,11:15:00,Coffee Catch-up,Coffee Catch-up,Cancel Coffee Catch-up on 2026-02-14 at 09:15,Your event 'Coffee Catch-up' scheduled for 2026-2-14 at 09:15:00 has been canceled. Hope that helps!
QUERY,0,Home,2025-6-23,12:15:00,13:15:00,Performance Review,Performance Review,Do I have any events tomorrow?,You have an event 'Performance Review' on 2025-6-23 at 12:15:00. Would you like more details?
QUERY,0,Home,2026-10-25,12:30:00,13:30:00,Webinar,Webinar,Any meetings today?,You have an event 'Webinar' on 2026-10-25 at 12:30:00. Would you like more details?
CANCEL,0,Zoom,2025-5-10,09:00:00,11:00:00,Lunch with Hannah,Lunch with Hannah,Cancel Lunch with Hannah on 2025-05-10 at 09:00,Your event 'Lunch with Hannah' scheduled for 2025-5-10 at 09:00:00 has been canceled. Hope that helps!
ADD,1,Office,2025-10-3,00:00:00,23:59:59,Client Presentation,Client Presentation,Meeting tomorrow,Event 'Client Presentation' has been added on 2025-10-3 from 00:00:00 to 23:59:59 at Office. Let me know if you need anything else!
QUERY,0,Online,2025-5-14,16:15:00,16:45:00,Client Presentation,Client Presentation,What's on my calendar for today?,You have an event 'Client Presentation' on 2025-5-14 at 16:15:00. Would you like more details?
UPDATE,1,Online,2026-4-10,00:00:00,23:59:59,Lunch with Diana,Lunch with Diana,Reschedule Lunch with Diana to 2026-04-10 at 00:00,Got it—I've updated 'Lunch with Diana' to 2026-4-10 from 00:00:00 to 23:59:59 at Online.
ADD,0,Office,2025-7-30,16:00:00,16:30:00,Yoga Class,Yoga Class,I need to set up Yoga Class 2025-07-30 at 16:00 at Office,Event 'Yoga Class' has been added on 2025-7-30 from 16:00:00 to 16:30:00 at Office. Let me know if you need anything else!
QUERY,0,Zoom,2025-1-30,12:45:00,13:15:00,Yoga Class,Yoga Class,Show me events next Monday,You have an event 'Yoga Class' on 2025-1-30 at 12:45:00. Would you like more details?
CANCEL,0,Home,2026-7-11,15:30:00,17:30:00,Dentist Appointment,Dentist Appointment,Cancel Dentist Appointment on 2026-07-11 at 15:30,Your event 'Dentist Appointment' scheduled for 2026-7-11 at 15:30:00 has been canceled. Hope that helps!
UPDATE,0,Zoom,2025-5-11,17:30:00,18:30:00,Yoga Class,Yoga Class,Move Yoga Class from 2025-01-20 at 09:00 to 2025-05-11 at 17:30,Got it—I've updated 'Yoga Class' to 2025-5-11 from 17:30:00 to 18:30:00 at Zoom.
QUERY,0,Online,2025-5-15,12:30:00,13:00:00,Coffee Catch-up,Coffee Catch-up,What's on my calendar for tomorrow?,You have an event 'Coffee Catch-up' on 2025-5-15 at 12:30:00. Would you like more details?
QUERY,1,Home,2025-5-15,00:00:00,23:59:59,Client Presentation,Client Presentation,What are my appointments on tomorrow?,You have an event 'Client Presentation' on 2025-5-15 at 00:00:00. Would you like more details?
CANCEL,0,Coffee Shop,2026-6-26,09:45:00,10:15:00,Performance Review,Performance Review,Please remove my Performance Review scheduled for 2026-06-26 at Coffee Shop,Your event 'Performance Review' scheduled for 2026-6-26 at 09:45:00 has been canceled. Hope that helps!
CHITCHAT,0,,,,,,,Hello! Hope you're doing well.,Glad you reached out—how can I help you today?
QUERY,1,Online,2025-5-16,00:00:00,23:59:59,Birthday Party,Birthday Party,Any meetings today?,You have an event 'Birthday Party' on 2025-5-16 at 00:00:00. Would you like more details?
CANCEL,0,Home,2026-6-1,12:30:00,13:30:00,Coffee Catch-up,Coffee Catch-up,Delete Coffee Catch-up on 2026-06-01 at 12:30,Your event 'Coffee Catch-up' scheduled for 2026-6-1 at 12:30:00 has been canceled. Hope that helps!
QUERY,0,Zoom,2025-5-19,16:45:00,18:45:00,Webinar,Webinar,What are my appointments on next Monday?,You have an event 'Webinar' on 2025-5-19 at 16:45:00. Would you like more details?
UPDATE,1,Zoom,2026-6-7,00:00:00,23:59:59,Dentist Appointment,Dentist Appointment,Update Dentist Appointment details for 2026-07-29 at Zoom,Got it—I've updated 'Dentist Appointment' to 2026-6-7 from 00:00:00 to 23:59:59 at Zoom.
UPDATE,0,,2025-7-18,11:00:00,12:00:00,Project Deadline,Project Deadline,Reschedule Project Deadline to 2025-07-18 at 11:00,Got it—I've updated 'Project Deadline' to 2025-7-18 from 11:00:00 to 12:00:00.
ADD,0,Home,2026-1-6,12:00:00,13:00:00,Team Meeting,Team Meeting,Add Team Meeting on 2026-01-06 at 12:00 at Home,Event 'Team Meeting' has been added on 2026-1-6 from 12:00:00 to 13:00:00 at Home. Let me know if you need anything else!
ADD,0,Office,2025-4-9,15:30:00,16:30:00,Performance Review,Performance Review,Meeting tomorrow,Event 'Performance Review' has been added on 2025-4-9 from 15:30:00 to 16:30:00 at Office. Let me know if you need anything else!
CHITCHAT,0,,,,,,,Hey there! How's it going?,Glad you reached out—how can I help you today?
UPDATE,0,Coffee Shop,2026-2-20,13:00:00,15:00:00,Coffee Catch-up,Coffee Catch-up,Update Coffee Catch-up details for 2025-09-14 at Coffee Shop,Got it—I've updated 'Coffee Catch-up' to 2026-2-20 from 13:00:00 to 15:00:00 at Coffee Shop.
CANCEL,0,Conference Room A,2026-6-24,14:30:00,15:00:00,Lunch with Diana,Lunch with Diana,Please remove my Lunch with Diana scheduled for 2026-06-24 at Conference Room A,Your event 'Lunch with Diana' scheduled for 2026-6-24 at 14:30:00 has been canceled. Hope that helps!
CANCEL,0,Coffee Shop,2025-5-14,11:00:00,11:30:00,Performance Review,Performance Review,Delete Performance Review on today at 11:00,Your event 'Performance Review' scheduled for 2025-5-14 at 11:00:00 has been canceled. Hope that helps!
ADD,0,Home,2026-3-9,16:30:00,17:30:00,Performance Review,Performance Review,Put Performance Review on my calendar 2026-03-09 at 16:30 at Home,Event 'Performance Review' has been added on 2026-3-9 from 16:30:00 to 17:30:00 at Home. Let me know if you need anything else!
ADD,0,,2025-5-16,14:15:00,15:15:00,Project Deadline,Project Deadline,I need to set up Project Deadline next Friday at 14:15,Event 'Project Deadline' has been added on 2025-5-16 from 14:15:00 to 15:15:00. Let me know if you need anything else!
ADD,1,Zoom,2025-2-8,00:00:00,23:59:59,Birthday Party,Birthday Party,Schedule Birthday Party for 2025-02-08 00:00 at Zoom,Event 'Birthday Party' has been added on 2025-2-8 from 00:00:00 to 23:59:59 at Zoom. Let me know if you need anything else!
ADD,0,Office,2025-3-3,09:30:00,10:00:00,Birthday Party,Birthday Party,Meeting tomorrow,Event 'Birthday Party' has been added on 2025-3-3 from 09:30:00 to 10:00:00 at Office. Let me know if you need anything else!
ADD,0,Coffee Shop,2025-9-14,17:45:00,19:45:00,Performance Review,Performance Review,Put Performance Review on my calendar 2025-09-14 at 17:45 at Coffee Shop,Event 'Performance Review' has been added on 2025-9-14 from 17:45:00 to 19:45:00 at Coffee Shop. Let me know if you need anything else!
QUERY,0,Conference Room A,2026-9-4,17:45:00,18:15:00,Client Presentation,Client Presentation,Any meetings today?,You have an event 'Client Presentation' on 2026-9-4 at 17:45:00. Would you like more details?
ADD,0,Home,2026-9-23,08:00:00,08:30:00,Performance Review,Performance Review,Add Performance Review on 2026-09-23 at 08:00 at Home,Event 'Performance Review' has been added on 2026-9-23 from 08:00:00 to 08:30:00 at Home. Let me know if you need anything else!
CANCEL,0,Coffee Shop,2026-4-16,08:45:00,10:45:00,Coffee Catch-up,Coffee Catch-up,Please remove my Coffee Catch-up scheduled for 2026-04-16 at Coffee Shop,Your event 'Coffee Catch-up' scheduled for 2026-4-16 at 08:45:00 has been canceled. Hope that helps!
QUERY,0,Coffee Shop,2025-1-26,10:30:00,11:00:00,Coffee Catch-up,Coffee Catch-up,Do I have any events tomorrow?,You have an event 'Coffee Catch-up' on 2025-1-26 at 10:30:00. Would you like more details?
QUERY,1,Conference Room A,2026-3-25,00:00:00,23:59:59,Webinar,Webinar,Do I have any events tomorrow?,You have an event 'Webinar' on 2026-3-25 at 00:00:00. Would you like more details?
CANCEL,0,,2025-2-5,13:15:00,14:15:00,Performance Review,Performance Review,Cancel Performance Review on 2025-02-05 at 13:15,Your event 'Performance Review' scheduled for 2025-2-5 at 13:15:00 has been canceled. Hope that helps!
CANCEL,0,Online,2025-5-14,11:30:00,12:30:00,Dentist Appointment,Dentist Appointment,Cancel Dentist Appointment on today at 11:30,Your event 'Dentist Appointment' scheduled for 2025-5-14 at 11:30:00 has been canceled. Hope that helps!
CHITCHAT,0,,,,,,,Hello! Hope you're doing well.,Glad you reached out—how can I help you today?
ADD,0,Office,2025-1-10,13:45:00,15:45:00,Yoga Class,Yoga Class,I need to set up Yoga Class 2025-01-10 at 13:45 at Office,Event 'Yoga Class' has been added on 2025-1-10 from 13:45:00 to 15:45:00 at Office. Let me know if you need anything else!
ADD,0,,2026-4-8,16:45:00,17:45:00,Coffee Catch-up,Coffee Catch-up,Put Coffee Catch-up on my calendar 2026-04-08 at 16:45,Event 'Coffee Catch-up' has been added on 2026-4-8 from 16:45:00 to 17:45:00. Let me know if you need anything else!
QUERY,0,Home,2026-4-26,15:00:00,15:30:00,Birthday Party,Birthday Party,What's on my calendar for 2026-04-26?,You have an event 'Birthday Party' on 2026-4-26 at 15:00:00. Would you like more details?
UPDATE,0,Online,2026-12-14,09:00:00,10:00:00,Lunch with Alice,Lunch with Alice,Move Lunch with Alice from tomorrow at 10:45 to 2026-12-14 at 09:00,Got it—I've updated 'Lunch with Alice' to 2026-12-14 from 09:00:00 to 10:00:00 at Online.
QUERY,0,Office,2026-8-21,10:15:00,10:45:00,Dentist Appointment,Dentist Appointment,What are my appointments on 2026-08-21?,You have an event 'Dentist Appointment' on 2026-8-21 at 10:15:00. Would you like more details?
ADD,0,Conference Room A,2026-1-19,15:45:00,16:15:00,Yoga Class,Yoga Class,I need to set up Yoga Class 2026-01-19 at 15:45 at Conference Room A,Event 'Yoga Class' has been added on 2026-1-19 from 15:45:00 to 16:15:00 at Conference Room A. Let me know if you need anything else!
CHITCHAT,0,,,,,,,Hey there! How's it going?,Glad you reached out—how can I help you today?
ADD,0,Office,2025-8-25,10:30:00,12:30:00,Team Meeting,Team Meeting,I need to set up Team Meeting 2025-08-25 at 10:30 at Office,Event 'Team Meeting' has been added on 2025-8-25 from 10:30:00 to 12:30:00 at Office. Let me know if you need anything else!
ADD,1,Office,2026-4-21,00:00:00,23:59:59,Birthday Party,Birthday Party,Meeting tomorrow,Event 'Birthday Party' has been added on 2026-4-21 from 00:00:00 to 23:59:59 at Office. Let me know if you need anything else!
QUERY,0,Coffee Shop,2025-5-19,15:30:00,16:00:00,Team Meeting,Team Meeting,Show me events next Monday,You have an event 'Team Meeting' on 2025-5-19 at 15:30:00. Would you like more details?
UPDATE,0,Home,2025-10-13,09:15:00,11:15:00,Performance Review,Performance Review,Update Performance Review details for 2025-02-25 at Home,Got it—I've updated 'Performance Review' to 2025-10-13 from 09:15:00 to 11:15:00 at Home.
CANCEL,0,Conference Room A,2026-5-28,09:00:00,10:00:00,Client Presentation,Client Presentation,Cancel my 3 PM event,Your event 'Client Presentation' scheduled for 2026-5-28 at 09:00:00 has been canceled. Hope that helps!
UPDATE,0,,2026-2-11,17:30:00,18:00:00,Dentist Appointment,Dentist Appointment,Update Dentist Appointment details for 2026-04-23,Got it—I've updated 'Dentist Appointment' to 2026-2-11 from 17:30:00 to 18:00:00.
ADD,0,Coffee Shop,2025-5-29,16:45:00,17:15:00,Lunch with Hannah,Lunch with Hannah,Put Lunch with Hannah on my calendar 2025-05-29 at 16:45 at Coffee Shop,Event 'Lunch with Hannah' has been added on 2025-5-29 from 16:45:00 to 17:15:00 at Coffee Shop. Let me know if you need anything else!
QUERY,0,Zoom,2026-6-10,14:30:00,16:30:00,Dentist Appointment,Dentist Appointment,What's on my calendar for 2026-06-10?,You have an event 'Dentist Appointment' on 2026-6-10 at 14:30:00. Would you like more details?
QUERY,0,Zoom,2025-1-18,17:45:00,19:45:00,Webinar,Webinar,Do I have any events tomorrow?,You have an event 'Webinar' on 2025-1-18 at 17:45:00. Would you like more details?
QUERY,0,Conference Room A,2025-8-6,16:00:00,16:30:00,Coffee Catch-up,Coffee Catch-up,Do I have any events tomorrow?,You have an event 'Coffee Catch-up' on 2025-8-6 at 16:00:00. Would you like more details?
CHITCHAT,0,,,,,,,Hello! Hope you're doing well.,Glad you reached out—how can I help you today?
ADD,1,Zoom,2025-9-3,00:00:00,23:59:59,Performance Review,Performance Review,Meeting tomorrow,Event 'Performance Review' has been added on 2025-9-3 from 00:00:00 to 23:59:59 at Zoom. Let me know if you need anything else!
CANCEL,0,Office,2026-12-12,17:00:00,19:00:00,Performance Review,Performance Review,Delete Performance Review on 2026-12-12 at 17:00,Your event 'Performance Review' scheduled for 2026-12-12 at 17:00:00 has been canceled. Hope that helps!
UPDATE,0,Coffee Shop,2025-11-26,16:30:00,17:30:00,Project Deadline,Project Deadline,Move Project Deadline from 2026-12-28 at 15:15 to 2025-11-26 at 16:30,Got it—I've updated 'Project Deadline' to 2025-11-26 from 16:30:00 to 17:30:00 at Coffee Shop.
ADD,0,Office,2025-10-21,16:15:00,17:15:00,Performance Review,Performance Review,I need to set up Performance Review 2025-10-21 at 16:15 at Office,Event 'Performance Review' has been added on 2025-10-21 from 16:15:00 to 17:15:00 at Office. Let me know if you need anything else!
ADD,0,Office,2026-5-15,12:45:00,13:15:00,Lunch with Hannah,Lunch with Hannah,I need to set up Lunch with Hannah 2026-05-15 at 12:45 at Office,Event 'Lunch with Hannah' has been added on 2026-5-15 from 12:45:00 to 13:15:00 at Office. Let me know if you need anything else!
ADD,0,Office,2025-5-14,13:15:00,14:15:00,Team Meeting,Team Meeting,I need to set up Team Meeting today at 13:15 at Office,Event 'Team Meeting' has been added on 2025-5-14 from 13:15:00 to 14:15:00 at Office. Let me know if you need anything else!
CANCEL,0,Online,2025-10-30,12:30:00,13:00:00,Webinar,Webinar,Please remove my Webinar scheduled for 2025-10-30 at Online,Your event 'Webinar' scheduled for 2025-10-30 at 12:30:00 has been canceled. Hope that helps!
CHITCHAT,0,,,,,,,Hello! Hope you're doing well.,Glad you reached out—how can I help you today?
QUERY,0,Online,2025-5-15,12:00:00,12:30:00,Dentist Appointment,Dentist Appointment,Show me events next Monday,You have an event 'Dentist Appointment' on 2025-5-15 at 12:00:00. Would you like more details?
ADD,0,Office,2025-6-1,14:30:00,15:30:00,Performance Review,Performance Review,Add Performance Review on 2025-06-01 at 14:30 at Office,Event 'Performance Review' has been added on 2025-6-1 from 14:30:00 to 15:30:00 at Office. Let me know if you need anything else!
ADD,0,Home,2026-3-31,12:00:00,14:00:00,Team Meeting,Team Meeting,Put Team Meeting on my calendar 2026-03-31 at 12:00 at Home,Event 'Team Meeting' has been added on 2026-3-31 from 12:00:00 to 14:00:00 at Home. Let me know if you need anything else!
ADD,0,Home,2025-11-19,15:00:00,15:30:00,Performance Review,Performance Review,Put Performance Review on my calendar 2025-11-19 at 15:00 at Home,Event 'Performance Review' has been added on 2025-11-19 from 15:00:00 to 15:30:00 at Home. Let me know if you need anything else!
QUERY,0,,2026-2-26,09:15:00,10:15:00,Team Meeting,Team Meeting,Any meetings today?,You have an event 'Team Meeting' on 2026-2-26 at 09:15:00. Would you like more details?
UPDATE,0,Office,2025-12-8,12:45:00,14:45:00,Yoga Class,Yoga Class,Move Yoga Class from today at 13:45 to 2025-12-08 at 12:45,Got it—I've updated 'Yoga Class' to 2025-12-8 from 12:45:00 to 14:45:00 at Office.
UPDATE,0,Coffee Shop,2026-1-11,12:00:00,14:00:00,Client Presentation,Client Presentation,Reschedule Client Presentation to 2026-01-11 at 12:00,Got it—I've updated 'Client Presentation' to 2026-1-11 from 12:00:00 to 14:00:00 at Coffee Shop.
ADD,0,Office,2025-11-23,12:00:00,14:00:00,Lunch with Alice,Lunch with Alice,Schedule Lunch with Alice for 2025-11-23 12:00 at Office,Event 'Lunch with Alice' has been added on 2025-11-23 from 12:00:00 to 14:00:00 at Office. Let me know if you need anything else!
ADD,0,Conference Room A,2026-9-4,13:30:00,14:00:00,Dentist Appointment,Dentist Appointment,Schedule Dentist Appointment for 2026-09-04 13:30 at Conference Room A,Event 'Dentist Appointment' has been added on 2026-9-4 from 13:30:00 to 14:00:00 at Conference Room A. Let me know if you need anything else!
CANCEL,0,,2026-9-17,15:15:00,17:15:00,Client Presentation,Client Presentation,Cancel Client Presentation on 2026-09-17 at 15:15,Your event 'Client Presentation' scheduled for 2026-9-17 at 15:15:00 has been canceled. Hope that helps!
CANCEL,0,,2025-5-14,15:00:00,16:00:00,Lunch with George,Lunch with George,Cancel Lunch with George on today at 15:00,Your event 'Lunch with George' scheduled for 2025-5-14 at 15:00:00 has been canceled. Hope that helps!
ADD,0,Conference Room A,2025-3-15,13:45:00,14:15:00,Client Presentation,Client Presentation,Schedule Client Presentation for 2025-03-15 13:45 at Conference Room A,Event 'Client Presentation' has been added on 2025-3-15 from 13:45:00 to 14:15:00 at Conference Room A. Let me know if you need anything else!
ADD,0,,2025-7-11,16:00:00,17:00:00,Webinar,Webinar,I need to set up Webinar 2025-07-11 at 16:00,Event 'Webinar' has been added on 2025-7-11 from 16:00:00 to 17:00:00. Let me know if you need anything else!
ADD,0,Online,2025-5-16,13:30:00,15:30:00,Birthday Party,Birthday Party,Put Birthday Party on my calendar 2025-05-16 at 13:30 at Online,Event 'Birthday Party' has been added on 2025-5-16 from 13:30:00 to 15:30:00 at Online. Let me know if you need anything else!
ADD,0,Zoom,2026-7-27,09:45:00,11:45:00,Birthday Party,Birthday Party,Schedule Birthday Party for 2026-07-27 09:45 at Zoom,Event 'Birthday Party' has been added on 2026-7-27 from 09:45:00 to 11:45:00 at Zoom. Let me know if you need anything else!
ADD,0,,2025-10-24,15:15:00,15:45:00,Client Presentation,Client Presentation,Schedule Client Presentation for 2025-10-24 15:15,Event 'Client Presentation' has been added on 2025-10-24 from 15:15:00 to 15:45:00. Let me know if you need anything else!
ADD,0,Office,2025-5-19,09:15:00,11:15:00,Yoga Class,Yoga Class,Schedule Yoga Class for next Monday 09:15 at Office,Event 'Yoga Class' has been added on 2025-5-19 from 09:15:00 to 11:15:00 at Office. Let me know if you need anything else!
QUERY,0,Conference Room A,2025-7-4,08:45:00,09:15:00,Lunch with Diana,Lunch with Diana,Show me events next Monday,You have an event 'Lunch with Diana' on 2025-7-4 at 08:45:00. Would you like more details?
CANCEL,0,Online,2026-4-2,09:30:00,11:30:00,Performance Review,Performance Review,Cancel my 3 PM event,Your event 'Performance Review' scheduled for 2026-4-2 at 09:30:00 has been canceled. Hope that helps!
ADD,0,Office,2025-6-1,13:00:00,13:30:00,Birthday Party,Birthday Party,Meeting tomorrow,Event 'Birthday Party' has been added on 2025-6-1 from 13:00:00 to 13:30:00 at Office. Let me know if you need anything else!
