text,intent,title,description,response,date,startTime,endTime,location,isAllDay
Add Team Meeting day after tomorrow at 11 AM at Home at Home,ADD,Team Meeting,Weekly sync-up,"Great, I've added 'Team Meeting' on 2025-5-16 from 11:00:00 to 11:30:00 at Home. Let me know if you need anything else!",2025-5-16,11:00:00,11:30:00,Home,False
Add Project Review next Wednesday at 8:00 at Home at Home,ADD,Project Review,Review project milestones,"Great, I've added 'Project Review' on 2025-5-21 from 08:00:00 to 08:30:00 at Home. Let me know if you need anything else!",2025-5-21,08:00:00,08:30:00,Home,False
Add Team Meeting day after tomorrow at 8:00 at Office at Office,ADD,Team Meeting,Weekly sync-up,"Great, I've added 'Team Meeting' on 2025-5-16 from 08:00:00 to 08:30:00 at Office. Let me know if you need anything else!",2025-5-16,08:00:00,08:30:00,Office,False
"Add Board Meeting all day on November 16, 2026 at Home",ADD,Board Meeting,High-level board discussion,"Great, I've added 'Board Meeting' on 2026-11-16 from 00:00:00 to 23:59:59 at Home. Let me know if you need anything else!",2026-11-16,00:00:00,23:59:59,Home,True
"Add AI Trends Webinar July 2, 2026 at 3 PM at Home at Home",ADD,AI Trends Webinar,Online AI seminar,"Great, I've added 'AI Trends Webinar' on 2026-7-2 from 15:00:00 to 17:00:00 at Home. Let me know if you need anything else!",2026-7-2,15:00:00,17:00:00,Home,False
Change time of Lunch with John to 11 AM on next Wednesday at Google Meet,UPDATE,Lunch with John,Casual lunch,"Sure, I've updated 'Lunch with John' to 2025-5-21 from 11:00:00 to 11:30:00 at Google Meet.",2025-5-21,11:00:00,11:30:00,Google Meet,False
Reschedule my Marketing Presentation to next Monday at 9:30 AM,UPDATE,Marketing Presentation,Present marketing strategy,"Sure, I've updated 'Marketing Presentation' to 2025-5-19 from 09:00:00 to 10:00:00.",2025-5-19,09:00:00,10:00:00,,False
"Update Interview with Candidate to an all-day event on September 23, 2025",UPDATE,Interview with Candidate,Candidate interview,"Sure, I've updated 'Interview with Candidate' to 2025-9-23 from 00:00:00 to 23:59:59 at Google Meet.",2025-9-23,00:00:00,23:59:59,Google Meet,True
Cancel my Team Meeting next Wednesday at 8:00,CANCEL,Team Meeting,Weekly sync-up,Your event 'Team Meeting' on 2025-5-21 at 08:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-21,08:00:00,09:30:00,Clinic,False
Move Yoga Class to tomorrow at 11 AM at Clinic,UPDATE,Yoga Class,Morning yoga session,"Sure, I've updated 'Yoga Class' to 2025-5-15 from 11:00:00 to 11:30:00 at Clinic.",2025-5-15,11:00:00,11:30:00,Clinic,False
"Cancel my Data Workshop January 5, 2026 at 16:45",CANCEL,Data Workshop,Hands-on data workshop,Your event 'Data Workshop' on 2026-1-5 at 16:45:00 has been canceled. Let me know if there's anything else I can do!,2026-1-5,16:45:00,17:15:00,Cafe Rio,False
Cancel my 16:45 event,CANCEL,16:45 event,16:45 event,Your event '16:45 event' on 2025-5-16 at 16:45:00 has been canceled. Let me know if there's anything else I can do!,2025-5-16,16:45:00,17:45:00,Zoom,False
"Cancel my Marketing Presentation March 31, 2026 at 8:00",CANCEL,Marketing Presentation,Present marketing strategy,Your event 'Marketing Presentation' on 2026-3-31 at 08:00:00 has been canceled. Let me know if there's anything else I can do!,2026-3-31,08:00:00,09:00:00,Clinic,False
Add Project Review next Thursday at 16:45 at Google Meet at Google Meet,ADD,Project Review,Review project milestones,"Great, I've added 'Project Review' on 2025-5-15 from 16:45:00 to 18:15:00 at Google Meet. Let me know if you need anything else!",2025-5-15,16:45:00,18:15:00,Google Meet,False
"Add Board Meeting September 26, 2025 at 16:45 at Zoom at Zoom",ADD,Board Meeting,High-level board discussion,"Great, I've added 'Board Meeting' on 2025-9-26 from 16:45:00 to 18:15:00 at Zoom. Let me know if you need anything else!",2025-9-26,16:45:00,18:15:00,Zoom,False
"Cancel my Coffee with Sarah August 25, 2026 at 14:00",CANCEL,Coffee with Sarah,Catch-up over coffee,Your event 'Coffee with Sarah' on 2026-8-25 at 14:00:00 has been canceled. Let me know if there's anything else I can do!,2026-8-25,14:00:00,15:30:00,Main Conference Room,False
"Add Interview with Candidate October 13, 2025 at 3 PM at Home at Home",ADD,Interview with Candidate,Candidate interview,"Great, I've added 'Interview with Candidate' on 2025-10-13 from 15:00:00 to 17:00:00 at Home. Let me know if you need anything else!",2025-10-13,15:00:00,17:00:00,Home,False
Reschedule my Yoga Class to next Friday at 9:30 AM at Cafe Rio,UPDATE,Yoga Class,Morning yoga session,"Sure, I've updated 'Yoga Class' to 2025-5-16 from 09:00:00 to 11:00:00 at Cafe Rio.",2025-5-16,09:00:00,11:00:00,Cafe Rio,False
Add Data Workshop next Monday at 3 PM at Cafe Rio at Cafe Rio,ADD,Data Workshop,Hands-on data workshop,"Great, I've added 'Data Workshop' on 2025-5-19 from 15:00:00 to 16:30:00 at Cafe Rio. Let me know if you need anything else!",2025-5-19,15:00:00,16:30:00,Cafe Rio,False
"Add Marketing Presentation November 26, 2026 at 16:45 at Cafe Rio at Cafe Rio",ADD,Marketing Presentation,Present marketing strategy,"Great, I've added 'Marketing Presentation' on 2026-11-26 from 16:45:00 to 17:45:00 at Cafe Rio. Let me know if you need anything else!",2026-11-26,16:45:00,17:45:00,Cafe Rio,False
"Add AI Trends Webinar June 10, 2026 at 11 AM at Office at Office",ADD,AI Trends Webinar,Online AI seminar,"Great, I've added 'AI Trends Webinar' on 2026-6-10 from 11:00:00 to 13:00:00 at Office. Let me know if you need anything else!",2026-6-10,11:00:00,13:00:00,Office,False
Cancel my Yoga Class tomorrow at 14:00,CANCEL,Yoga Class,Morning yoga session,Your event 'Yoga Class' on 2025-5-15 at 14:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-15,14:00:00,14:30:00,Home,False
Add Coffee with Sarah tomorrow at 8:00 at Office at Office,ADD,Coffee with Sarah,Catch-up over coffee,"Great, I've added 'Coffee with Sarah' on 2025-5-15 from 08:00:00 to 10:00:00 at Office. Let me know if you need anything else!",2025-5-15,08:00:00,10:00:00,Office,False
Add Birthday Party next Monday at 14:00 at Teams at Teams,ADD,Birthday Party,Celebrate birthday,"Great, I've added 'Birthday Party' on 2025-5-19 from 14:00:00 to 14:30:00 at Teams. Let me know if you need anything else!",2025-5-19,14:00:00,14:30:00,Teams,False
"Change time of Team Meeting to 11 AM on December 31, 2025 at Home",UPDATE,Team Meeting,Weekly sync-up,"Sure, I've updated 'Team Meeting' to 2025-12-31 from 11:00:00 to 13:00:00 at Home.",2025-12-31,11:00:00,13:00:00,Home,False
"Add AI Trends Webinar November 20, 2025 at 16:45 at Home at Home",ADD,AI Trends Webinar,Online AI seminar,"Great, I've added 'AI Trends Webinar' on 2025-11-20 from 16:45:00 to 17:15:00 at Home. Let me know if you need anything else!",2025-11-20,16:45:00,17:15:00,Home,False
"Add Yoga Class August 16, 2025 at 9:30 AM at Home at Home",ADD,Yoga Class,Morning yoga session,"Great, I've added 'Yoga Class' on 2025-8-16 from 09:00:00 to 11:00:00 at Home. Let me know if you need anything else!",2025-8-16,09:00:00,11:00:00,Home,False
Add Interview with Candidate tomorrow at 11 AM at Home at Home,ADD,Interview with Candidate,Candidate interview,"Great, I've added 'Interview with Candidate' on 2025-5-15 from 11:00:00 to 12:30:00 at Home. Let me know if you need anything else!",2025-5-15,11:00:00,12:30:00,Home,False
"Cancel my Coffee with Sarah October 24, 2026 at 14:00",CANCEL,Coffee with Sarah,Catch-up over coffee,Your event 'Coffee with Sarah' on 2026-10-24 at 14:00:00 has been canceled. Let me know if there's anything else I can do!,2026-10-24,14:00:00,15:00:00,Clinic,False
Cancel my 14:00 event,CANCEL,14:00 event,14:00 event,Your event '14:00 event' on 2025-5-19 at 14:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-19,14:00:00,15:30:00,Office,False
"Cancel my all-day Project Review on July 12, 2025",CANCEL,Project Review,Review project milestones,Your event 'Project Review' on 2025-7-12 at 00:00:00 has been canceled. Let me know if there's anything else I can do!,2025-7-12,00:00:00,23:59:59,Clinic,True
Reschedule my Birthday Party to next Wednesday at 3 PM at Home,UPDATE,Birthday Party,Celebrate birthday,"Sure, I've updated 'Birthday Party' to 2025-5-21 from 15:00:00 to 16:00:00 at Home.",2025-5-21,15:00:00,16:00:00,Home,False
Update Lunch with John to an all-day event on next Wednesday,UPDATE,Lunch with John,Casual lunch,"Sure, I've updated 'Lunch with John' to 2025-5-21 from 00:00:00 to 23:59:59 at Main Conference Room.",2025-5-21,00:00:00,23:59:59,Main Conference Room,True
Reschedule my Board Meeting to next Friday at 16:45 at Office,UPDATE,Board Meeting,High-level board discussion,"Sure, I've updated 'Board Meeting' to 2025-5-16 from 16:45:00 to 18:45:00 at Office.",2025-5-16,16:45:00,18:45:00,Office,False
"Add Yoga Class October 10, 2025 at 11 AM at Teams at Teams",ADD,Yoga Class,Morning yoga session,"Great, I've added 'Yoga Class' on 2025-10-10 from 11:00:00 to 11:30:00 at Teams. Let me know if you need anything else!",2025-10-10,11:00:00,11:30:00,Teams,False
Cancel my Coffee with Sarah next Wednesday at 9:30 AM,CANCEL,Coffee with Sarah,Catch-up over coffee,Your event 'Coffee with Sarah' on 2025-5-21 at 09:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-21,09:00:00,09:30:00,Clinic,False
Move Interview with Candidate to tomorrow at 14:00 at Office,UPDATE,Interview with Candidate,Candidate interview,"Sure, I've updated 'Interview with Candidate' to 2025-5-15 from 14:00:00 to 15:00:00 at Office.",2025-5-15,14:00:00,15:00:00,Office,False
"Change time of Yoga Class to 16:45 on December 23, 2025 at Main Conference Room",UPDATE,Yoga Class,Morning yoga session,"Sure, I've updated 'Yoga Class' to 2025-12-23 from 16:45:00 to 17:15:00 at Main Conference Room.",2025-12-23,16:45:00,17:15:00,Main Conference Room,False
"Cancel my Performance Review January 3, 2027 at 11 AM",CANCEL,Performance Review,Annual review,Your event 'Performance Review' on 2027-1-3 at 11:00:00 has been canceled. Let me know if there's anything else I can do!,2027-1-3,11:00:00,13:00:00,Teams,False
Add Birthday Party day after tomorrow at 16:45 at Main Conference Room at Main Conference Room,ADD,Birthday Party,Celebrate birthday,"Great, I've added 'Birthday Party' on 2025-5-16 from 16:45:00 to 18:45:00 at Main Conference Room. Let me know if you need anything else!",2025-5-16,16:45:00,18:45:00,Main Conference Room,False
"Add Interview with Candidate May 11, 2026 at 8:00 at Cafe Rio at Cafe Rio",ADD,Interview with Candidate,Candidate interview,"Great, I've added 'Interview with Candidate' on 2026-5-11 from 08:00:00 to 10:00:00 at Cafe Rio. Let me know if you need anything else!",2026-5-11,08:00:00,10:00:00,Cafe Rio,False
"Add Marketing Presentation May 26, 2026 at 8:00 at Cafe Rio at Cafe Rio",ADD,Marketing Presentation,Present marketing strategy,"Great, I've added 'Marketing Presentation' on 2026-5-26 from 08:00:00 to 08:30:00 at Cafe Rio. Let me know if you need anything else!",2026-5-26,08:00:00,08:30:00,Cafe Rio,False
"Add Coffee with Sarah all day on September 7, 2026 at Cafe Rio",ADD,Coffee with Sarah,Catch-up over coffee,"Great, I've added 'Coffee with Sarah' on 2026-9-7 from 00:00:00 to 23:59:59 at Cafe Rio. Let me know if you need anything else!",2026-9-7,00:00:00,23:59:59,Cafe Rio,True
"Update Birthday Party to an all-day event on October 26, 2025",UPDATE,Birthday Party,Celebrate birthday,"Sure, I've updated 'Birthday Party' to 2025-10-26 from 00:00:00 to 23:59:59 at Gym.",2025-10-26,00:00:00,23:59:59,Gym,True
"Cancel my Yoga Class February 26, 2026 at 14:00",CANCEL,Yoga Class,Morning yoga session,Your event 'Yoga Class' on 2026-2-26 at 14:00:00 has been canceled. Let me know if there's anything else I can do!,2026-2-26,14:00:00,15:00:00,,False
"Add Performance Review July 7, 2025 at 14:00 at Google Meet at Google Meet",ADD,Performance Review,Annual review,"Great, I've added 'Performance Review' on 2025-7-7 from 14:00:00 to 15:30:00 at Google Meet. Let me know if you need anything else!",2025-7-7,14:00:00,15:30:00,Google Meet,False
"Add Conference Call May 22, 2025 at 8:00 at Google Meet at Google Meet",ADD,Conference Call,Call with team,"Great, I've added 'Conference Call' on 2025-5-22 from 08:00:00 to 10:00:00 at Google Meet. Let me know if you need anything else!",2025-5-22,08:00:00,10:00:00,Google Meet,False
Cancel my Doctor Appointment next Wednesday at 8:00,CANCEL,Doctor Appointment,Health check-up,Your event 'Doctor Appointment' on 2025-5-21 at 08:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-21,08:00:00,09:30:00,Office,False
Cancel my Yoga Class next Monday at 3 PM,CANCEL,Yoga Class,Morning yoga session,Your event 'Yoga Class' on 2025-5-19 at 15:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-19,15:00:00,17:00:00,Teams,False
"Update Performance Review date to February 21, 2026 and time to 8:00 at Clinic",UPDATE,Performance Review,Annual review,"Sure, I've updated 'Performance Review' to 2026-2-21 from 08:00:00 to 08:30:00 at Clinic.",2026-2-21,08:00:00,08:30:00,Clinic,False
"Cancel my AI Trends Webinar December 7, 2025 at 14:00",CANCEL,AI Trends Webinar,Online AI seminar,Your event 'AI Trends Webinar' on 2025-12-7 at 14:00:00 has been canceled. Let me know if there's anything else I can do!,2025-12-7,14:00:00,14:30:00,Google Meet,False
"Add Interview with Candidate May 9, 2026 at 9:30 AM",ADD,Interview with Candidate,Candidate interview,"Great, I've added 'Interview with Candidate' on 2026-5-9 from 09:00:00 to 10:30:00. Let me know if you need anything else!",2026-5-9,09:00:00,10:30:00,,False
"Add Birthday Party December 18, 2025 at 9:30 AM at Office at Office",ADD,Birthday Party,Celebrate birthday,"Great, I've added 'Birthday Party' on 2025-12-18 from 09:00:00 to 10:30:00 at Office. Let me know if you need anything else!",2025-12-18,09:00:00,10:30:00,Office,False
Cancel my 16:45 event,CANCEL,16:45 event,16:45 event,Your event '16:45 event' on 2026-9-27 at 16:45:00 has been canceled. Let me know if there's anything else I can do!,2026-9-27,16:45:00,17:15:00,Office,False
Cancel my Interview with Candidate next Wednesday at 16:45,CANCEL,Interview with Candidate,Candidate interview,Your event 'Interview with Candidate' on 2025-5-21 at 16:45:00 has been canceled. Let me know if there's anything else I can do!,2025-5-21,16:45:00,18:15:00,Clinic,False
"Add Coffee with Sarah October 30, 2025 at 16:45 at Gym at Gym",ADD,Coffee with Sarah,Catch-up over coffee,"Great, I've added 'Coffee with Sarah' on 2025-10-30 from 16:45:00 to 18:15:00 at Gym. Let me know if you need anything else!",2025-10-30,16:45:00,18:15:00,Gym,False
"Reschedule my AI Trends Webinar to June 21, 2025 at 14:00 at Teams",UPDATE,AI Trends Webinar,Online AI seminar,"Sure, I've updated 'AI Trends Webinar' to 2025-6-21 from 14:00:00 to 16:00:00 at Teams.",2025-6-21,14:00:00,16:00:00,Teams,False
"Add Doctor Appointment August 5, 2025 at 14:00 at Clinic at Clinic",ADD,Doctor Appointment,Health check-up,"Great, I've added 'Doctor Appointment' on 2025-8-5 from 14:00:00 to 15:00:00 at Clinic. Let me know if you need anything else!",2025-8-5,14:00:00,15:00:00,Clinic,False
Change time of AI Trends Webinar to 16:45 on next Friday at Main Conference Room,UPDATE,AI Trends Webinar,Online AI seminar,"Sure, I've updated 'AI Trends Webinar' to 2025-5-16 from 16:45:00 to 18:45:00 at Main Conference Room.",2025-5-16,16:45:00,18:45:00,Main Conference Room,False
Add AI Trends Webinar day after tomorrow at 8:00 at Google Meet at Google Meet,ADD,AI Trends Webinar,Online AI seminar,"Great, I've added 'AI Trends Webinar' on 2025-5-16 from 08:00:00 to 09:30:00 at Google Meet. Let me know if you need anything else!",2025-5-16,08:00:00,09:30:00,Google Meet,False
"Reschedule my Birthday Party to January 17, 2026 at 9:30 AM at Main Conference Room",UPDATE,Birthday Party,Celebrate birthday,"Sure, I've updated 'Birthday Party' to 2026-1-17 from 09:00:00 to 10:00:00 at Main Conference Room.",2026-1-17,09:00:00,10:00:00,Main Conference Room,False
Cancel my all-day Dentist Visit on next Thursday,CANCEL,Dentist Visit,Dental check-up,Your event 'Dentist Visit' on 2025-5-15 at 00:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-15,00:00:00,23:59:59,Cafe Rio,True
Move Doctor Appointment to day after tomorrow at 3 PM at Zoom,UPDATE,Doctor Appointment,Health check-up,"Sure, I've updated 'Doctor Appointment' to 2025-5-16 from 15:00:00 to 16:30:00 at Zoom.",2025-5-16,15:00:00,16:30:00,Zoom,False
Add Conference Call tomorrow at 16:45 at Main Conference Room at Main Conference Room,ADD,Conference Call,Call with team,"Great, I've added 'Conference Call' on 2025-5-15 from 16:45:00 to 18:15:00 at Main Conference Room. Let me know if you need anything else!",2025-5-15,16:45:00,18:15:00,Main Conference Room,False
Add Board Meeting day after tomorrow at 14:00 at Main Conference Room at Main Conference Room,ADD,Board Meeting,High-level board discussion,"Great, I've added 'Board Meeting' on 2025-5-16 from 14:00:00 to 14:30:00 at Main Conference Room. Let me know if you need anything else!",2025-5-16,14:00:00,14:30:00,Main Conference Room,False
Move Team Meeting to next Tuesday at 11 AM at Zoom,UPDATE,Team Meeting,Weekly sync-up,"Sure, I've updated 'Team Meeting' to 2025-5-20 from 11:00:00 to 13:00:00 at Zoom.",2025-5-20,11:00:00,13:00:00,Zoom,False
Change time of Coffee with Sarah to 3 PM on next Thursday at Office,UPDATE,Coffee with Sarah,Catch-up over coffee,"Sure, I've updated 'Coffee with Sarah' to 2025-5-15 from 15:00:00 to 16:30:00 at Office.",2025-5-15,15:00:00,16:30:00,Office,False
Cancel my 11 AM event,CANCEL,11 AM event,11 AM event,Your event '11 AM event' on 2025-5-19 at 11:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-19,11:00:00,12:00:00,Main Conference Room,False
"Add Yoga Class December 24, 2025 at 11 AM at Cafe Rio at Cafe Rio",ADD,Yoga Class,Morning yoga session,"Great, I've added 'Yoga Class' on 2025-12-24 from 11:00:00 to 12:00:00 at Cafe Rio. Let me know if you need anything else!",2025-12-24,11:00:00,12:00:00,Cafe Rio,False
Add Board Meeting day after tomorrow at 8:00 at Office at Office,ADD,Board Meeting,High-level board discussion,"Great, I've added 'Board Meeting' on 2025-5-16 from 08:00:00 to 08:30:00 at Office. Let me know if you need anything else!",2025-5-16,08:00:00,08:30:00,Office,False
Cancel my Lunch with John next Tuesday at 14:00,CANCEL,Lunch with John,Casual lunch,Your event 'Lunch with John' on 2025-5-20 at 14:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-20,14:00:00,15:30:00,Zoom,False
"Update Data Workshop date to August 10, 2026 and time to 11 AM at Home",UPDATE,Data Workshop,Hands-on data workshop,"Sure, I've updated 'Data Workshop' to 2026-8-10 from 11:00:00 to 11:30:00 at Home.",2026-8-10,11:00:00,11:30:00,Home,False
"Add Conference Call December 20, 2025 at 14:00",ADD,Conference Call,Call with team,"Great, I've added 'Conference Call' on 2025-12-20 from 14:00:00 to 14:30:00. Let me know if you need anything else!",2025-12-20,14:00:00,14:30:00,,False
"Move Lunch with John to September 15, 2026 at 8:00",UPDATE,Lunch with John,Casual lunch,"Sure, I've updated 'Lunch with John' to 2026-9-15 from 08:00:00 to 09:30:00.",2026-9-15,08:00:00,09:30:00,,False
Change time of Lunch with John to 11 AM on tomorrow at Gym,UPDATE,Lunch with John,Casual lunch,"Sure, I've updated 'Lunch with John' to 2025-5-15 from 11:00:00 to 12:30:00 at Gym.",2025-5-15,11:00:00,12:30:00,Gym,False
"Add Performance Review December 4, 2026 at 8:00 at Google Meet at Google Meet",ADD,Performance Review,Annual review,"Great, I've added 'Performance Review' on 2026-12-4 from 08:00:00 to 10:00:00 at Google Meet. Let me know if you need anything else!",2026-12-4,08:00:00,10:00:00,Google Meet,False
Cancel my Data Workshop next Thursday at 3 PM,CANCEL,Data Workshop,Hands-on data workshop,Your event 'Data Workshop' on 2025-5-15 at 15:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-15,15:00:00,16:00:00,Clinic,False
Cancel my Project Review tomorrow at 11 AM,CANCEL,Project Review,Review project milestones,Your event 'Project Review' on 2025-5-15 at 11:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-15,11:00:00,11:30:00,,False
Add Data Workshop next Friday at 14:00 at Zoom at Zoom,ADD,Data Workshop,Hands-on data workshop,"Great, I've added 'Data Workshop' on 2025-5-16 from 14:00:00 to 15:00:00 at Zoom. Let me know if you need anything else!",2025-5-16,14:00:00,15:00:00,Zoom,False
Update Marketing Presentation date to day after tomorrow and time to 14:00,UPDATE,Marketing Presentation,Present marketing strategy,"Sure, I've updated 'Marketing Presentation' to 2025-5-16 from 14:00:00 to 15:00:00.",2025-5-16,14:00:00,15:00:00,,False
"Add Data Workshop July 9, 2026 at 11 AM at Zoom at Zoom",ADD,Data Workshop,Hands-on data workshop,"Great, I've added 'Data Workshop' on 2026-7-9 from 11:00:00 to 12:00:00 at Zoom. Let me know if you need anything else!",2026-7-9,11:00:00,12:00:00,Zoom,False
Cancel my Marketing Presentation next Tuesday at 11 AM,CANCEL,Marketing Presentation,Present marketing strategy,Your event 'Marketing Presentation' on 2025-5-20 at 11:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-20,11:00:00,12:00:00,Google Meet,False
Reschedule my Marketing Presentation to next Monday at 11 AM at Home,UPDATE,Marketing Presentation,Present marketing strategy,"Sure, I've updated 'Marketing Presentation' to 2025-5-19 from 11:00:00 to 13:00:00 at Home.",2025-5-19,11:00:00,13:00:00,Home,False
"Add Board Meeting December 30, 2026 at 14:00 at Main Conference Room at Main Conference Room",ADD,Board Meeting,High-level board discussion,"Great, I've added 'Board Meeting' on 2026-12-30 from 14:00:00 to 14:30:00 at Main Conference Room. Let me know if you need anything else!",2026-12-30,14:00:00,14:30:00,Main Conference Room,False
"Change time of Team Meeting to 3 PM on November 30, 2025 at Gym",UPDATE,Team Meeting,Weekly sync-up,"Sure, I've updated 'Team Meeting' to 2025-11-30 from 15:00:00 to 17:00:00 at Gym.",2025-11-30,15:00:00,17:00:00,Gym,False
Add Data Workshop all day on next Tuesday at Cafe Rio,ADD,Data Workshop,Hands-on data workshop,"Great, I've added 'Data Workshop' on 2025-5-20 from 00:00:00 to 23:59:59 at Cafe Rio. Let me know if you need anything else!",2025-5-20,00:00:00,23:59:59,Cafe Rio,True
Add Birthday Party day after tomorrow at 11 AM at Zoom at Zoom,ADD,Birthday Party,Celebrate birthday,"Great, I've added 'Birthday Party' on 2025-5-16 from 11:00:00 to 11:30:00 at Zoom. Let me know if you need anything else!",2025-5-16,11:00:00,11:30:00,Zoom,False
Add Dentist Visit next Friday at 14:00 at Zoom at Zoom,ADD,Dentist Visit,Dental check-up,"Great, I've added 'Dentist Visit' on 2025-5-16 from 14:00:00 to 15:30:00 at Zoom. Let me know if you need anything else!",2025-5-16,14:00:00,15:30:00,Zoom,False
"Cancel my all-day AI Trends Webinar on November 24, 2025",CANCEL,AI Trends Webinar,Online AI seminar,Your event 'AI Trends Webinar' on 2025-11-24 at 00:00:00 has been canceled. Let me know if there's anything else I can do!,2025-11-24,00:00:00,23:59:59,Zoom,True
"Add AI Trends Webinar December 20, 2025 at 3 PM at Home at Home",ADD,AI Trends Webinar,Online AI seminar,"Great, I've added 'AI Trends Webinar' on 2025-12-20 from 15:00:00 to 16:30:00 at Home. Let me know if you need anything else!",2025-12-20,15:00:00,16:30:00,Home,False
Add Data Workshop next Tuesday at 9:30 AM at Clinic at Clinic,ADD,Data Workshop,Hands-on data workshop,"Great, I've added 'Data Workshop' on 2025-5-20 from 09:00:00 to 09:30:00 at Clinic. Let me know if you need anything else!",2025-5-20,09:00:00,09:30:00,Clinic,False
Reschedule my Marketing Presentation to next Tuesday at 9:30 AM at Google Meet,UPDATE,Marketing Presentation,Present marketing strategy,"Sure, I've updated 'Marketing Presentation' to 2025-5-20 from 09:00:00 to 10:30:00 at Google Meet.",2025-5-20,09:00:00,10:30:00,Google Meet,False
Add AI Trends Webinar next Thursday at 11 AM at Main Conference Room at Main Conference Room,ADD,AI Trends Webinar,Online AI seminar,"Great, I've added 'AI Trends Webinar' on 2025-5-15 from 11:00:00 to 11:30:00 at Main Conference Room. Let me know if you need anything else!",2025-5-15,11:00:00,11:30:00,Main Conference Room,False
"Reschedule my Marketing Presentation to September 28, 2025 at 8:00",UPDATE,Marketing Presentation,Present marketing strategy,"Sure, I've updated 'Marketing Presentation' to 2025-9-28 from 08:00:00 to 08:30:00.",2025-9-28,08:00:00,08:30:00,,False
Update AI Trends Webinar date to next Tuesday and time to 8:00 at Main Conference Room,UPDATE,AI Trends Webinar,Online AI seminar,"Sure, I've updated 'AI Trends Webinar' to 2025-5-20 from 08:00:00 to 09:00:00 at Main Conference Room.",2025-5-20,08:00:00,09:00:00,Main Conference Room,False
Add Marketing Presentation tomorrow at 9:30 AM,ADD,Marketing Presentation,Present marketing strategy,"Great, I've added 'Marketing Presentation' on 2025-5-15 from 09:00:00 to 10:30:00. Let me know if you need anything else!",2025-5-15,09:00:00,10:30:00,,False
Cancel my Doctor Appointment next Tuesday at 16:45,CANCEL,Doctor Appointment,Health check-up,Your event 'Doctor Appointment' on 2025-5-20 at 16:45:00 has been canceled. Let me know if there's anything else I can do!,2025-5-20,16:45:00,17:15:00,Office,False
Cancel my Performance Review next Wednesday at 8:00,CANCEL,Performance Review,Annual review,Your event 'Performance Review' on 2025-5-21 at 08:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-21,08:00:00,08:30:00,Clinic,False
"Cancel my Team Meeting November 2, 2026 at 11 AM",CANCEL,Team Meeting,Weekly sync-up,Your event 'Team Meeting' on 2026-11-2 at 11:00:00 has been canceled. Let me know if there's anything else I can do!,2026-11-2,11:00:00,12:30:00,Office,False
Add Data Workshop tomorrow at 8:00 at Gym at Gym,ADD,Data Workshop,Hands-on data workshop,"Great, I've added 'Data Workshop' on 2025-5-15 from 08:00:00 to 10:00:00 at Gym. Let me know if you need anything else!",2025-5-15,08:00:00,10:00:00,Gym,False
"Update AI Trends Webinar date to November 16, 2025 and time to 14:00 at Google Meet",UPDATE,AI Trends Webinar,Online AI seminar,"Sure, I've updated 'AI Trends Webinar' to 2025-11-16 from 14:00:00 to 15:30:00 at Google Meet.",2025-11-16,14:00:00,15:30:00,Google Meet,False
"Update Birthday Party date to December 23, 2025 and time to 14:00 at Office",UPDATE,Birthday Party,Celebrate birthday,"Sure, I've updated 'Birthday Party' to 2025-12-23 from 14:00:00 to 15:00:00 at Office.",2025-12-23,14:00:00,15:00:00,Office,False
Add AI Trends Webinar day after tomorrow at 3 PM at Main Conference Room at Main Conference Room,ADD,AI Trends Webinar,Online AI seminar,"Great, I've added 'AI Trends Webinar' on 2025-5-16 from 15:00:00 to 17:00:00 at Main Conference Room. Let me know if you need anything else!",2025-5-16,15:00:00,17:00:00,Main Conference Room,False
"Add AI Trends Webinar March 15, 2026 at 14:00 at Cafe Rio at Cafe Rio",ADD,AI Trends Webinar,Online AI seminar,"Great, I've added 'AI Trends Webinar' on 2026-3-15 from 14:00:00 to 14:30:00 at Cafe Rio. Let me know if you need anything else!",2026-3-15,14:00:00,14:30:00,Cafe Rio,False
"Add Yoga Class June 14, 2026 at 16:45",ADD,Yoga Class,Morning yoga session,"Great, I've added 'Yoga Class' on 2026-6-14 from 16:45:00 to 18:45:00. Let me know if you need anything else!",2026-6-14,16:45:00,18:45:00,,False
Add Project Review all day on next Friday at Zoom,ADD,Project Review,Review project milestones,"Great, I've added 'Project Review' on 2025-5-16 from 00:00:00 to 23:59:59 at Zoom. Let me know if you need anything else!",2025-5-16,00:00:00,23:59:59,Zoom,True
